"result.1";"result.2";"result.3";"result.4";"result.5";"result.6";"result.7";"result.8";"result.9";"result.10";"result.11";"result.12";"result.13";"result.14";"result.15";"result.16";"result.17";"result.18";"result.19";"result.20";"result.21";"result.22";"result.23";"result.24";"result.25";"result.26";"result.27";"result.28";"result.29";"result.30";"result.31";"result.32";"result.33";"result.34";"result.35";"result.36";"result.37";"result.38";"result.39";"result.40";"result.41";"result.42";"result.43";"result.44";"result.45";"result.46";"result.47";"result.48";"result.49";"result.50";"result.51";"result.52";"result.53";"result.54";"result.55";"result.56";"result.57";"result.58";"result.59";"result.60";"result.61";"result.62"
3,5102761115834e-07;9,04161394553973e-07;4,53283090083827e-07;1,04045144980272e-06;1,2125598388561e-06;1,81857152842365e-06;6,67637069449681e-07;1,058191092792e-05;1,04068051585672e-05;3,06888128973949e-06;2,3878316597351e-06;5,11522703665639e-06;5,27255456981809e-06;1,52055965172489e-06;2,6122125452054e-06;5,3953527743415e-07;2,33509302691267e-07;6,38394865163493e-07;5,17757466745253e-07;1,5154888776072e-07;1,24932943077254e-06;4,26565387027744e-07;3,75419725352902e-07;6,56114629261558e-07;6,13081577373593e-07;3,51678029122744e-07;6,92259307461114e-07;2,01482426704254e-07;4,9002101747374e-07;9,25640867518004e-07;3,38922884920421e-07;2,3044133607531e-06;3,58169832601118e-06;8,07660350971421e-07;3,74050138660667e-07;1,2201962220189e-06;1,78220190488186e-06;1,72479454357913e-06;2,19861008486179e-07;8,5033816035235e-07;3,9109691569252e-07;5,36985459246687e-07;2,99252348111755e-07;1,4031724094242e-06;9,50086979100165e-07;9,87733166780988e-07;6,60378484421131e-07;4,5655005289125e-07;5,21796217957953e-07;1,25459917807905e-06;1,03825129819993e-06;1,16362502670047e-06;9,03644700361864e-07;1,31629462277254e-06;3,32183781098233e-06;5,46411479488808e-07;4,83722228651503e-08;2,29188752765085e-07;3,29056253499587e-06;5,31423822986009e-06;2,27422650539119e-06;8,75357820828241e-06
3,60351105023076e-07;9,21668564337016e-07;4,65559138395667e-07;1,05162239585158e-06;1,21466225679855e-06;1,82245273701034e-06;6,70187639874167e-07;1,05775967752276e-05;1,03987492491207e-05;3,06724784183e-06;2,38789398225503e-06;5,12333505093309e-06;5,27167096686613e-06;1,5249277046921e-06;2,6118806177337e-06;5,3992003267883e-07;2,39074098677199e-07;6,50254834068725e-07;5,24413725014621e-07;1,53505163338575e-07;1,25409768716586e-06;4,36263722820876e-07;3,79207048610544e-07;6,6105536119381e-07;6,18052714137277e-07;3,55539793122049e-07;7,01784752816581e-07;2,04848283031138e-07;5,00439229974361e-07;9,37815782345605e-07;3,46631398276256e-07;2,31190651318963e-06;3,72330113823238e-06;8,15669407574161e-07;3,82625127555078e-07;1,25253470585157e-06;1,84293004504929e-06;1,73911330416554e-06;2,24389260054778e-07;8,72158804532907e-07;3,96014326577671e-07;5,43111417503042e-07;3,02406586671027e-07;1,4161595929352e-06;9,57188816971526e-07;9,97990469622208e-07;6,74361645380958e-07;4,68495967442798e-07;5,26467107701982e-07;1,25696622087191e-06;1,04050530366803e-06;1,17070412795443e-06;9,08579159980895e-07;1,31113303176047e-06;3,3214574304068e-06;5,50706964012076e-07;4,90031080467128e-08;2,35002497526419e-07;3,29130844079608e-06;5,31577744181864e-06;2,27596055697666e-06;8,75208278654585e-06
3,69794828971014e-07;9,393929822751e-07;4,77994308543053e-07;1,06293136001086e-06;1,21679380001607e-06;1,82638409922811e-06;6,72830639589676e-07;1,05733199032844e-05;1,03907230637437e-05;3,06561986971216e-06;2,38797655550005e-06;5,13153474141368e-06;5,27079356564498e-06;1,52935608963018e-06;2,611553799928e-06;5,40325757466299e-07;2,44710863167941e-07;6,62260661611546e-07;5,31152251411536e-07;1,55498974706377e-07;1,25893950278754e-06;4,46084324156124e-07;3,83043877445185e-07;6,66048604624978e-07;6,23107818616499e-07;3,59451540619842e-07;7,11427952671005e-07;2,08257921884118e-07;5,10990826842861e-07;9,50140793850887e-07;3,54439128527621e-07;2,31948500758949e-06;3,86962714379068e-06;8,23785124596793e-07;3,91333519015112e-07;1,28527530157534e-06;1,90498668072663e-06;1,75360981227349e-06;2,28977709686607e-07;8,94273920684812e-07;4,01038860318838e-07;5,4931942105268e-07;3,05604714734626e-07;1,42939441154667e-06;9,64378739947222e-07;1,00837397279575e-06;6,88519141860889e-07;4,80594929187142e-07;5,31197011046233e-07;1,25936580805963e-06;1,04278977714171e-06;1,17787129768859e-06;9,1357616567798e-07;1,30626540240357e-06;3,32110164007574e-06;5,55056928961457e-07;4,96431127040151e-08;2,40890627184223e-07;3,29209282008423e-06;5,31734361580094e-06;2,27772340195211e-06;8,75060835198846e-06
3,79358511505786e-07;9,57334086248301e-07;4,90588261676529e-07;1,07437811317491e-06;1,21895440865893e-06;1,83036554081248e-06;6,75565914991736e-07;1,05690802483275e-05;1,03827265398938e-05;3,06399736628047e-06;2,38807933903852e-06;5,13982588096103e-06;5,26992235113638e-06;1,53384463413375e-06;2,61123208045716e-06;5,4075240888791e-07;2,5041939540325e-07;6,74411947138829e-07;5,379728210251e-07;1,57530252232429e-07;1,26385470660666e-06;4,56026873256821e-07;3,86930120274625e-07;6,71094256381045e-07;6,28246720054417e-07;3,6341318503701e-07;7,21188643047411e-07;2,11711270852391e-07;5,21675435133905e-07;9,62615494659316e-07;3,6234588397794e-07;2,32714865859503e-06;4,02084637610875e-06;8,32007200168717e-07;4,00175868414851e-07;1,31841684538584e-06;1,96838575326919e-06;1,7682834008813e-06;2,33626238850602e-07;9,16682773650081e-07;4,06172902322229e-07;5,55609310463288e-07;3,08846650074148e-07;1,44287630840709e-06;9,7165659152631e-07;1,01888340396416e-06;7,02850563506714e-07;4,92846584802105e-07;5,35985812437299e-07;1,26179788912866e-06;1,0451046542231e-06;1,18512638342656e-06;9,18635587615494e-07;1,3006112333812e-06;3,3209279074003e-06;5,59461270525813e-07;5,02922263117536e-08;2,46852952328354e-07;3,29291559685198e-06;5,31893671311258e-06;2,27951497804807e-06;8,74915484645429e-06
3,89041881847476e-07;9,75491315730869e-07;5,03340659803983e-07;1,08596242667051e-06;1,22114402301146e-06;1,83439698762777e-06;6,78393312747072e-07;1,05648777465845e-05;1,03747596151506e-05;3,06238032443648e-06;2,38820229251522e-06;5,14820824297133e-06;5,26905730826074e-06;1,53839316627586e-06;2,61091544797781e-06;5,41199944145532e-07;2,56199495241556e-07;6,86708291151226e-07;5,44875209582962e-07;1,59598926455088e-07;1,26884312804278e-06;4,66091053242034e-07;3,90865685712285e-07;6,76192213541414e-07;6,33469248117796e-07;3,67424639973582e-07;7,31066560654065e-07;2,15208257682428e-07;5,32492682994548e-07;9,75239478561472e-07;3,70351473380455e-07;2,33489728141107e-06;4,1771371417514e-06;8,4033533326449e-07;4,09152751812785e-07;1,35195817696991e-06;2,03314178394447e-06;1,7831334083506e-06;2,38334729293468e-07;9,39384630217634e-07;4,11418988106797e-07;5,61980926602042e-07;3,1213231060631e-07;1,45660472770522e-06;9,79022215521681e-07;1,02951849147262e-06;7,17355501082396e-07;5,05250581941173e-07;5,40833396596107e-07;1,26426241364498e-06;1,04744987066089e-06;1,19246923299577e-06;9,23757296254523e-07;1,29458914364747e-06;3,3206207935612e-06;5,63919885139297e-07;5,09504383666026e-08;2,5288928408014e-07;3,29377669521808e-06;5,32055669509384e-06;2,28133522316536e-06;8,7477222119316e-06
3,98844669943677e-07;9,93864111734475e-07;5,16251165801067e-07;1,09768407226456e-06;1,22336258352811e-06;1,83847836568812e-06;6,81312679910743e-07;1,05607123347024e-05;1,03668222272456e-05;3,0607687370987e-06;2,38834537570011e-06;5,1566816015221e-06;5,2681984219778e-06;1,54300151466775e-06;2,61060389122273e-06;5,41668320552586e-07;2,62050963156337e-07;6,99149295335879e-07;5,5185919349138e-07;1,61704928079939e-07;1,27390459696296e-06;4,76276548122048e-07;3,94850482585837e-07;6,81342373481713e-07;6,38775232944878e-07;3,7148581923834e-07;7,41061442919639e-07;2,1874881029538e-07;5,43442199683233e-07;9,88012340566633e-07;3,78455705945182e-07;2,34273069166326e-06;4,33868648088706e-06;8,4876922374643e-07;4,18264766477523e-07;1,3858981394246e-06;2,0992698878714e-06;1,79815917837093e-06;2,43103063039712e-07;9,6237875907332e-07;4,16779814240055e-07;5,68434110717487e-07;3,15461614443302e-07;1,47057911501291e-06;9,86475456093528e-07;1,04027896437622e-06;7,32033546501247e-07;5,17806569251226e-07;5,45739648555333e-07;1,26675933130655e-06;1,0498253623955e-06;1,19989969455689e-06;9,28941162401179e-07;1,28884024780206e-06;3,32033805752452e-06;5,68432669527905e-07;5,16177383722782e-08;2,58999434101687e-07;3,29467603966155e-06;5,32220352319177e-06;2,28318407537595e-06;8,74631039063616e-06
4,08766606449484e-07;1,01245191688136e-06;5,29319443392521e-07;1,10954282217419e-06;1,22561003082469e-06;1,84260960116234e-06;6,84323863784572e-07;1,05565839493317e-05;1,03589143140702e-05;3,05916259720683e-06;2,38850854842846e-06;5,1652457313013e-06;5,26734567741528e-06;1,54766950840562e-06;2,61029739895208e-06;5,42157495533583e-07;2,67973600235591e-07;7,11734562543146e-07;5,58924549802194e-07;1,63848187981493e-07;1,27903894367877e-06;4,86583042813499e-07;3,98884419925922e-07;6,86544633772372e-07;6,44164505065935e-07;3,755966368225e-07;7,51173027963559e-07;2,22332856771184e-07;5,54523615531953e-07;1,00093367684617e-06;3,86658391335245e-07;2,35064870546807e-06;4,52183117418023e-06;8,57308572383198e-07;4,27512531447213e-07;1,42023557938392e-06;2,16678578783786e-06;1,81336005990138e-06;2,47931122389821e-07;9,85664430799667e-07;4,22258250260427e-07;5,74968704421239e-07;3,18834479885535e-07;1,48479891724582e-06;9,94016157730381e-07;1,05116455242108e-06;7,46884292790238e-07;5,30514196346958e-07;5,50704453629374e-07;1,26928859190992e-06;1,05223106553686e-06;1,20741761659257e-06;9,34187057174419e-07;1,28334679167083e-06;3,32007962876193e-06;5,72999520660429e-07;5,22941158670745e-08;2,65183214578539e-07;3,29561355474444e-06;5,32387715891744e-06;2,28506147293247e-06;8,74491932489882e-06
4,18807422728288e-07;1,03125417539075e-06;5,42545157151694e-07;1,12153844904694e-06;1,22788630565691e-06;1,84679062034823e-06;6,87426711944547e-07;1,05524925271479e-05;1,03510358136438e-05;3,05756189770923e-06;2,38869177065216e-06;5,17390040758409e-06;5,26649905960196e-06;1,55239697708852e-06;2,60999595994818e-06;5,42667426621943e-07;2,73967208179011e-07;7,244636967723e-07;5,6607105620945e-07;1,66028637200832e-07;1,28424599894774e-06;4,9701022311448e-07;4,02967406971684e-07;6,9179889224345e-07;6,49636895481956e-07;3,79757006899286e-07;7,61401054591618e-07;2,25960325349108e-07;5,6573656196576e-07;1,01400308474096e-06;3,94959339660649e-07;2,35865113950342e-06;4,71832347018411e-06;8,65953080787009e-07;4,36896688077938e-07;1,45496934688938e-06;2,23570582668439e-06;1,82873540710552e-06;2,52818789919533e-07;1,00924091789745e-06;4,27857351677312e-07;5,81584549647041e-07;3,22250825391388e-07;1,49926358246013e-06;1,00164416523356e-06;1,06217498602687e-06;7,61907334080404e-07;5,43373113806376e-07;5,55727697406701e-07;1,27185014533375e-06;1,05466691634539e-06;1,21502284788749e-06;9,39494851997074e-07;1,27809260217997e-06;3,31984543694989e-06;5,77620335761553e-07;5,29795604092019e-08;2,71440438222296e-07;3,29658916519629e-06;5,32557756381687e-06;2,28696735425209e-06;8,74354895727755e-06
4,28966850862326e-07;1,05027033301213e-06;5,55927972510247e-07;1,13367072596045e-06;1,23019134893457e-06;1,8510213496836e-06;6,90621072321817e-07;1,05484380051267e-05;1,03431866641381e-05;3,05596663157236e-06;2,38889500241176e-06;5,18264540624385e-06;5,265658553625e-06;1,55718375081352e-06;2,60969956302365e-06;5,43198071461817e-07;2,80031589295917e-07;7,37336303189924e-07;5,73298491067436e-07;1,68246206945482e-07;1,28952559397027e-06;5,07557775711607e-07;4,07099353161259e-07;6,97105047008584e-07;6,5519223561953e-07;3,83966843840263e-07;7,71745262312241e-07;2,29631144436372e-07;5,77080671499214e-07;1,02722016278037e-06;4,03358361482784e-07;2,36673781074011e-06;4,92349798377575e-06;8,74702451474749e-07;4,4641790068138e-07;1,49009829540218e-06;2,30604698307504e-06;1,844284579286e-06;2,57765948479609e-07;1,03310749474553e-06;4,33580374171917e-07;5,88281488703585e-07;3,25710569619886e-07;1,51397256008563e-06;1,00935932373848e-06;1,07330999630847e-06;7,77102265632646e-07;5,56382973186481e-07;5,60809265772056e-07;1,27444394157041e-06;1,05713285125592e-06;1,22271523754513e-06;9,44864418617747e-07;1,27306291573282e-06;3,31963541198746e-06;5,82295012328485e-07;5,36740615702705e-08;2,77770918277184e-07;3,29760279601004e-06;5,32730469955385e-06;2,28890165792511e-06;8,74219923044733e-06
4,3924462363851e-07;1,06949983707042e-06;5,69467555744166e-07;1,14593942645582e-06;1,23252510175624e-06;1,8553017157846e-06;6,93906793144045e-07;1,05444203203707e-05;1,03353668038767e-05;3,05437679177908e-06;2,38911820383787e-06;5,19148050377308e-06;5,26482414474257e-06;1,5620296601914e-06;2,60940819703838e-06;5,43749387806967e-07;2,86166546503903e-07;7,50351988129352e-07;5,80606633388326e-07;1,70500828589481e-07;1,29487756039062e-06;5,18225388187218e-07;4,112801681413e-07;7,02462996381817e-07;6,6083035734959e-07;3,88226062211511e-07;7,8220539133756e-07;2,3334524260582e-07;5,88555577721141e-07;1,04058451067212e-06;4,1185526781607e-07;2,37490853668338e-06;5,13768789143707e-06;8,83556387845103e-07;4,56076857095885e-07;1,5256212818344e-06;2,37782688576476e-06;1,86000694081702e-06;2,62772481194203e-07;1,05726343759702e-06;4,39430789127098e-07;5,95059364270371e-07;3,29213631418139e-07;1,52892530091869e-06;1,01716147872844e-06;1,0845693150816e-06;7,92468683823253e-07;5,69543427009711e-07;5,65949044907914e-07;1,27706993073843e-06;1,05962880689981e-06;1,23049463500993e-06;9,50295629122143e-07;1,26824422830615e-06;3,31944948398957e-06;5,87023448120963e-07;5,43776089470969e-08;2,84174468510349e-07;3,29865437239894e-06;5,32905852787757e-06;2,29086432271218e-06;8,74087008732721e-06
4,49640474542753e-07;1,08894213649e-06;5,83163573969036e-07;1,15834432447396e-06;1,23488750532613e-06;1,85963164535687e-06;6,97283722871209e-07;1,05404394099402e-05;1,03275761713148e-05;3,0527923713252e-06;2,38936133516357e-06;5,20040547727651e-06;5,26399581810353e-06;1,56693453631473e-06;2,60912185087853e-06;5,44321333519591e-07;2,92371883324247e-07;7,63510359055678e-07;5,87995262811719e-07;1,72792433673015e-07;1,30030173029033e-06;5,29012748994495e-07;4,15509761760701e-07;7,07872638942301e-07;6,66551092951506e-07;3,92534576748501e-07;7,92781182544666e-07;2,37102548582007e-07;6,0016091529682e-07;1,05409572926581e-06;4,2044987011344e-07;2,38316313536619e-06;5,36124374262817e-06;8,92514594114204e-07;4,65874269338644e-07;1,56153716649628e-06;2,45106383040866e-06;1,87590186107079e-06;2,67838271460286e-07;1,08170802462872e-06;4,45412300630632e-07;6,01918019312462e-07;3,32759929770023e-07;1,54412125671545e-06;1,02505047597085e-06;1,09595267480618e-06;8,08006186108102e-07;5,82854128745811e-07;5,71146921248391e-07;1,27972806300814e-06;1,06215472002833e-06;1,23836088999675e-06;9,55788355872366e-07;1,26362416416212e-06;3,31928758329461e-06;5,91805541139269e-07;5,50901921621629e-08;2,90650903206859e-07;3,29974381963605e-06;5,33083901056067e-06;2,29285528754753e-06;8,7395614709664e-06
4,60154137773859e-07;1,10859668170078e-06;5,97015695150948e-07;1,17088519441534e-06;1,23727850102387e-06;1,86401106527758e-06;7,00751710326342e-07;1,0536495211184e-05;1,03198147050733e-05;3,05121336322738e-06;2,38962435672094e-06;5,20942010437934e-06;5,26317355895364e-06;1,57189821075572e-06;2,60884051343474e-06;5,4491386657119e-07;2,98647403883594e-07;7,76811024582253e-07;5,95464159623048e-07;1,75120953900124e-07;1,30579793619038e-06;5,39919547471771e-07;4,19788044070664e-07;7,13333873520631e-07;6,72354275163992e-07;3,96892302390282e-07;8,03472377515052e-07;2,40902991259647e-07;6,11896319967261e-07;1,06775342058572e-06;4,29141980280168e-07;2,39150142522021e-06;5,59453448543115e-06;9,01576775419717e-07;4,75810874271337e-07;1,59784481310634e-06;2,52577679417054e-06;1,891968714351e-06;2,72963202946221e-07;1,10644053585246e-06;4,51528864116366e-07;6,08857297203593e-07;3,36349383878743e-07;1,55955988079848e-06;1,03302616158768e-06;1,10745980865554e-06;8,23714371072507e-07;5,96314732837148e-07;5,76402781536821e-07;1,28241828868413e-06;1,06471052758407e-06;1,24631385256954e-06;9,613424715694e-07;1,25919136054068e-06;3,31914964044411e-06;5,96641189655616e-07;5,58118008530835e-08;2,97200037177906e-07;3,30087106324905e-06;5,33264610942885e-06;2,29487449153248e-06;8,73827332457718e-06
4,70785348225204e-07;1,12846292471825e-06;6,11023588089692e-07;1,18356181110888e-06;1,239698030393e-06;1,86843990257146e-06;7,0431060460049e-07;1,05325876615141e-05;1,03120823438866e-05;3,04963976050861e-06;2,38990722891292e-06;5,21852416340562e-06;5,26235735262661e-06;1,57692051561702e-06;2,60856417366908e-06;5,45526945040946e-07;3,04992912907815e-07;7,90253594481365e-07;6,0301310476297e-07;1,77486321141682e-07;1,31136601105388e-06;5,50945473838539e-07;4,2411492532489e-07;7,18846599175121e-07;6,78239737128711e-07;4,01299154255945e-07;8,14278718511708e-07;2,44746499689787e-07;6,23761428540282e-07;1,08155718781867e-06;4,37931410664247e-07;2,39992322521461e-06;5,83794856767173e-06;9,10742637745573e-07;4,8588743427048e-07;1,634543088779e-06;2,60198545506454e-06;1,90820687981791e-06;2,78147159591323e-07;1,13146025316689e-06;4,57784706828727e-07;6,15877041644915e-07;3,39981913110379e-07;1,57524062762844e-06;1,04108838201841e-06;1,11909045046691e-06;8,39592838391836e-07;6,09924894677424e-07;5,81716512790364e-07;1,28514055816769e-06;1,06729616668195e-06;1,2543533730911e-06;9,66957849226344e-07;1,2549353661212e-06;3,31903558621382e-06;6,01530292190876e-07;5,65424246812148e-08;3,03821685754211e-07;3,30203602900414e-06;5,33447978647043e-06;2,29692187393727e-06;8,73700559157289e-06
4,81533841495442e-07;1,14854031907417e-06;6,251869224283e-07;1,1963739498109e-06;1,24214603510781e-06;1,87291808438215e-06;7,07960255092339e-07;1,05287166985479e-05;1,03043790266609e-05;3,0480715562151e-06;2,39020991226475e-06;5,22771743325202e-06;5,26154718442461e-06;1,5820012834695e-06;2,60829282057066e-06;5,46160527116623e-07;3,11408215723331e-07;8,03837679649896e-07;6,10641879800651e-07;1,79888467430841e-07;1,31700578827671e-06;5,62090219180675e-07;4,28490315981879e-07;7,24410715230293e-07;6,84207312442382e-07;4,05755047655282e-07;8,25199948481415e-07;2,4863300308794e-07;6,35755878894314e-07;1,09550663530175e-06;4,46817974056574e-07;2,40842835468184e-06;6,09189511355671e-06;9,20011887928853e-07;4,96104737936979e-07;1,67163086399056e-06;2,67971020715306e-06;1,92461574141924e-06;2,83390025605626e-07;1,15676646034181e-06;4,64184350322019e-07;6,22977096671909e-07;3,43657437003352e-07;1,59116295287908e-06;1,04923698402112e-06;1,13084433475919e-06;8,55641188844375e-07;6,23684270616055e-07;5,87088002311363e-07;1,28789482195631e-06;1,06991157458725e-06;1,26247930223988e-06;9,72634362163541e-07;1,25084655139173e-06;3,31894535157665e-06;6,06472747532089e-07;5,72820533244582e-08;3,10515664785394e-07;3,30323864280731e-06;5,33634000363586e-06;2,29899737420049e-06;8,73575821553964e-06
4,92399353875027e-07;1,16882831986857e-06;6,39505368639991e-07;1,20932138621909e-06;1,24462245701779e-06;1,87744553802616e-06;7,1170051150052e-07;1,05248822599552e-05;1,02967046924355e-05;3,04650874340589e-06;2,39053236738308e-06;5,23699969331492e-06;5,26074303975216e-06;1,58714034736597e-06;2,60802644311425e-06;5,46814571093324e-07;3,1789311825304e-07;8,17562892126993e-07;6,18350266946025e-07;1,82327324965398e-07;1,32271710169083e-06;5,73353475463232e-07;4,32914126693345e-07;7,30026121228897e-07;6,90256835118534e-07;4,10259898083699e-07;8,36235811053698e-07;2,52562430826827e-07;6,47879309966209e-07;1,10960136852648e-06;4,55801483691391e-07;2,41701663344116e-06;6,35675626523165e-06;9,29384233696251e-07;5,06463600814053e-07;1,70910701259143e-06;2,75897218136778e-06;1,94119468781791e-06;2,88691685467221e-07;1,18235844298216e-06;4,70732635229134e-07;6,30157306705126e-07;3,47375875297136e-07;1,60732631364514e-06;1,05747181468728e-06;1,1427211967292e-06;8,71859024296846e-07;6,37592517948271e-07;5,92517137683397e-07;1,29068103065813e-06;1,07255668874796e-06;1,27069149101252e-06;9,78371884020916e-07;1,24691602933523e-06;3,31887886772421e-06;6,11468454711523e-07;5,80306764879474e-08;3,17281790633864e-07;3,30447883076503e-06;5,33822672305259e-06;2,30110093192912e-06;8,73453114018716e-06
5,03381622350507e-07;1,18932638373386e-06;6,53978598031839e-07;1,22240389644272e-06;1,24712723809243e-06;1,88202219091553e-06;7,15531223772916e-07;1,05210842835291e-05;1,02890592803847e-05;3,04495131515211e-06;2,39087455496074e-06;5,2463707237345e-06;5,25994490399445e-06;1,59233754087151e-06;2,60776503037807e-06;5,47489035372569e-07;3,24447427013955e-07;8,3142884507659e-07;6,26138049038415e-07;1,84802826106356e-07;1,32849978556362e-06;5,84734935511584e-07;4,37386268325322e-07;7,35692716977001e-07;6,96388139581356e-07;4,14813621213201e-07;8,47386050525108e-07;2,56534712436674e-07;6,60131361752459e-07;1,12384099411637e-06;4,64881753239398e-07;2,42568788188071e-06;6,63308149454921e-06;9,38859383567988e-07;5,16964866168944e-07;1,74697041179583e-06;2,83979326253763e-06;1,95794311232038e-06;2,94052023923293e-07;1,20823548858987e-06;4,77434748573314e-07;6,37417516441881e-07;3,51137147859993e-07;1,62373016796119e-06;1,06579272140243e-06;1,15472077222527e-06;8,88245947699417e-07;6,51649294913782e-07;5,98003806756706e-07;1,29349913495136e-06;1,07523144674538e-06;1,27898979069158e-06;9,84170288727736e-07;1,24313558508392e-06;3,3188360660737e-06;6,16517313015206e-07;5,87882838945211e-08;3,24119880178761e-07;3,30575651912315e-06;5,34013990682057e-06;2,30323248690084e-06;8,73332430946565e-06
5,14480384604416e-07;1,21003396881237e-06;6,68606282742988e-07;1,23562125704197e-06;1,24966032047995e-06;1,88664797064232e-06;7,19452242220184e-07;1,05173227072787e-05;1,02814427298377e-05;3,04339926454373e-06;2,39123643579585e-06;5,25583030512877e-06;5,25915276260169e-06;1,59759269802124e-06;2,60750857141568e-06;5,48183878464071e-07;3,31070949118109e-07;8,45435152800244e-07;6,34005009560702e-07;1,87314903377235e-07;1,33435367459611e-06;5,96234293024481e-07;4,41906651932099e-07;7,41410402518459e-07;7,02601060712647e-07;4,19416132915774e-07;8,58650411887022e-07;2,60549777613091e-07;6,72511675310737e-07;1,13822511986285e-06;4,74058596817493e-07;2,43444192061851e-06;6,92130359193826e-06;9,48437047018943e-07;5,27609405754499e-07;1,78521994214559e-06;2,92219611193004e-06;1,97486041281175e-06;2,99470925987904e-07;1,23439688644498e-06;4,84296253922544e-07;6,44757571020984e-07;3,55206466142635e-07;1,64037397558019e-06;1,07419955190523e-06;1,1668427977935e-06;9,04801563104672e-07;6,65854260705027e-07;6,03547897680997e-07;1,2963490856516e-06;1,07793578635899e-06;1,28737405289941e-06;9,90029450549582e-07;1,23949761337567e-06;3,31881687823198e-06;6,21619221993425e-07;5,95548652839804e-08;3,31029750815433e-07;3,30707163440558e-06;5,342079517165e-06;2,30539197905177e-06;8,73213766745101e-06
5,25695379001232e-07;1,23095053481662e-06;6,83388095733119e-07;1,24897324499781e-06;1,25222164647094e-06;1,89132280492001e-06;7,23463417365354e-07;1,05135974691543e-05;1,0273854980257e-05;3,04185258468343e-06;2,39161797077201e-06;5,2653782187318e-06;5,25836660115142e-06;1,60290565333351e-06;2,6072570553257e-06;5,48899058982745e-07;3,37763492265973e-07;8,59581430723273e-07;6,41950932620037e-07;1,89863489463937e-07;1,34027860391419e-06;6,0785124256696e-07;4,46475188772627e-07;7,47179078101142e-07;7,08895433781852e-07;4,24067349233657e-07;8,70028640793463e-07;2,64607556203644e-07;6,85019892737539e-07;1,15275335467555e-06;4,83331828976694e-07;2,44327857095917e-06;7,22192794869656e-06;9,5811693427307e-07;5,38398120622735e-07;1,82385448756743e-06;3,00620418598586e-06;1,99194599168001e-06;3,04948276941487e-07;1,26084192774154e-06;4,91323124744239e-07;6,52177315830513e-07;3,59434054779315e-07;1,65725719702809e-06;1,08269215423174e-06;1,17908701062362e-06;9,21525475624282e-07;6,80207075440235e-07;6,0914929886329e-07;1,29923083364537e-06;1,0806696455127e-06;1,29584412954826e-06;9,95949244043679e-07;1,23599506284025e-06;3,31882123604063e-06;6,26774081432634e-07;6,03304104288943e-08;3,38011220441819e-07;3,30842410318893e-06;5,34404551636213e-06;2,30757934849667e-06;8,73097115838439e-06
5,37026344610692e-07;1,25207554290876e-06;6,98323710801945e-07;1,26245963771347e-06;1,25481115850077e-06;1,89604662160677e-06;7,27564600126336e-07;1,05099085075496e-05;1,026629597126e-05;3,04031126869317e-06;2,39201912086348e-06;5,27501424637028e-06;5,25758640508977e-06;1,60827624182253e-06;2,60701047125062e-06;5,49634535649892e-07;3,44524864747652e-07;8,73867295381552e-07;6,49975602952521e-07;1,92448517214248e-07;1,34627440908362e-06;6,19585479550667e-07;4,51091790307013e-07;7,52998644294533e-07;7,15271094503637e-07;4,28767186407658e-07;8,81520483577708e-07;2,68707978220791e-07;6,97655657196762e-07;1,16742530861591e-06;4,92701264705516e-07;2,45219765462259e-06;7,53548792968534e-06;9,67898756463828e-07;5,49331941994318e-07;1,86287293523275e-06;3,09184175824888e-06;2,00919925575361e-06;3,10483962330521e-07;1,28756990547303e-06;4,98521781355402e-07;6,5967659665417e-07;3,63706065294819e-07;1,67437929432896e-06;1,09127037675191e-06;1,19145314859783e-06;9,38417291485005e-07;6,94707400197152e-07;6,14807899013026e-07;1,30214432994234e-06;1,08343296229947e-06;1,30439987287177e-06;1,00192954408621e-06;1,23262138626764e-06;3,31884907153996e-06;6,31981791392313e-07;6,11149091036067e-08;3,45064107479757e-07;3,30981385242306e-06;5,34603786678216e-06;2,30979453550617e-06;8,72982472670029e-06
5,48473021169327e-07;1,27340845584795e-06;7,13412802553063e-07;1,27608021303658e-06;1,25742879917169e-06;1,90081934871331e-06;7,31755641617333e-07;1,0506255760687e-05;1,02587656425906e-05;3,03877530970425e-06;2,39243984715082e-06;5,28473817046213e-06;5,25681216007948e-06;1,61370429897949e-06;2,60676880835919e-06;5,50390267293065e-07;3,51354875440729e-07;8,88292364444146e-07;6,58078805928951e-07;1,95069919637156e-07;1,35234092609103e-06;6,31436700262219e-07;4,55756368188911e-07;7,5886900180968e-07;7,21727879011439e-07;4,33515560853392e-07;8,9312568724531e-07;2,72850973831985e-07;7,10418612883272e-07;1,18224059287307e-06;5,02166719431321e-07;2,46119899360317e-06;7,86254667347464e-06;9,77782225546761e-07;5,6041183207754e-07;1,90227417568532e-06;3,17913394346665e-06;2,02661961623411e-06;3,16077867965779e-07;1,31458011447142e-06;5,05899131922704e-07;6,67255259596527e-07;3,6802241760268e-07;1,69173973065308e-06;1,0999340681496e-06;1,2039409502462e-06;9,5547661795469e-07;7,09354896965042e-07;6,20523587097952e-07;1,30508952564124e-06;1,0862256749823e-06;1,31304113541061e-06;1,00797022585911e-06;1,22937049610758e-06;3,31890031698025e-06;6,37242252170552e-07;6,19083511212716e-08;3,52188230844722e-07;3,31124080907213e-06;5,34805653084545e-06;2,31203748051782e-06;8,72869831698273e-06
